-20000 1000 13.679 4.02782
-10000 1000 13.695 4.06263
-1000 1000 14.2372 4.22132
-100 1000 15.7177 4.13152
-10 1000 16.709 4.92907
0 1000 16.6869 5.39250
10 1000 16.6481 5.72476
50 1000 16.3406 6.65353
100 1000 15.8988 7.54478
1000 1000 14.7372 12.81241
100000 1000 14.5302 14.37699
-20000 5000 15.0089 2.72433
-10000 5000 15.0163 2.72439
-1000 5000 15.5133 2.68300
-100 5000 17.4547 2.68348
-10 5000 18.2251 3.01281
0 5000 18.2261 3.28372
10 5000 18.1569 3.47913
50 5000 17.729 4.01202
100 5000 17.3231 4.48805
1000 5000 16.2957 6.20308
100000 5000 16.1339 6.33678
-20000 10000 15.8692 2.24831
-10000 10000 15.8709 2.24687
-1000 10000 16.1112 2.23197
-100 10000 17.9578 2.25798
-10 10000 18.8797 2.50183
0 10000 18.9217 2.67517
10 10000 18.8271 2.82013
50 10000 18.4006 3.22044
100 10000 18.0791 3.53328
1000 10000 17.0929 4.39965
100000 10000 16.9517 4.46092
-20000 50000 18.6051 1.54318
-10000 50000 18.6051 1.54318
-1000 50000 18.6227 1.54330
-100 50000 19.9118 1.57204
-10 50000 20.7272 1.66112
0 50000 20.7453 1.70729
10 50000 20.7293 1.74912
50 50000 20.432 1.84935
100 50000 20.1031 1.92005
1000 50000 19.0721 2.03593
100000 50000 19.0206 2.03807
-20000 100000 20.4446 1.32624
-10000 100000 20.4446 1.32624
-1000 100000 20.4453 1.32624
-100 100000 21.2852 1.33339
-10 100000 21.761 1.35796
0 100000 21.807 1.37472
10 100000 21.8117 1.38297
50 100000 21.7232 1.40010
100 100000 21.5676 1.40322
1000 100000 20.6682 1.40579
100000 100000 20.661 1.40582
-20000 500000 28.3785 .88381
-10000 500000 28.3785 .88381
-1000 500000 28.3785 .88381
-100 500000 28.3785 .88381
-10 500000 28.3785 .88381
0 500000 28.3785 .88381
10 500000 28.3785 .88381
50 500000 28.3785 .88381
100 500000 28.3785 .88381
1000 500000 28.3785 .88381
100000 500000 28.3785 .88381
