-20000 1000 13.451 5.41954
-10000 1000 13.4723 5.46599
-1000 1000 14.6875 5.42307
-100 1000 16.3646 5.62867
-10 1000 16.9015 6.81710
0 1000 16.9181 7.29163
10 1000 16.7384 7.66759
50 1000 16.6125 8.53091
100 1000 16.317 9.45598
1000 1000 14.8545 14.35985
100000 1000 14.5149 15.81102
-20000 5000 15.0317 3.48255
-10000 5000 15.0327 3.47661
-1000 5000 15.8686 3.40831
-100 5000 17.8281 3.52641
-10 5000 18.3292 3.95134
0 5000 18.3421 4.22668
10 5000 18.2698 4.43417
50 5000 18.0184 4.93136
100 5000 17.7491 5.35111
1000 5000 16.4578 7.03806
100000 5000 16.1257 7.16255
-20000 10000 15.9252 2.81757
-10000 10000 15.9261 2.81818
-1000 10000 16.5364 2.79389
-100 10000 18.4653 2.89731
-10 10000 18.9966 3.19207
0 10000 19.0044 3.37358
10 10000 18.9408 3.51135
50 10000 18.7042 3.87335
100 10000 18.4417 4.16972
1000 10000 17.2002 5.14424
100000 10000 16.8934 5.21583
-20000 50000 18.6364 1.77564
-10000 50000 18.6364 1.77564
-1000 50000 18.7462 1.77404
-100 50000 20.4481 1.86363
-10 50000 20.9154 1.97216
0 50000 20.9211 2.00990
10 50000 20.9229 2.05478
50 50000 20.7689 2.15340
100 50000 20.5373 2.21722
1000 50000 19.1517 2.39241
100000 50000 18.9966 2.39193
-20000 100000 20.514 1.39910
-10000 100000 20.514 1.39910
-1000 100000 20.5414 1.39905
-100 100000 21.7346 1.43855
-10 100000 22.0931 1.50207
0 100000 22.1074 1.51599
10 100000 22.1197 1.53178
50 100000 22.0888 1.55270
100 100000 21.996 1.56063
1000 100000 20.8467 1.55381
100000 100000 20.7175 1.55251
-20000 500000 28.8828 .96182
-10000 500000 28.8828 .96182
-1000 500000 28.8828 .96182
-100 500000 28.8828 .96182
-10 500000 28.8828 .96182
0 500000 28.8828 .96182
10 500000 28.8828 .96182
50 500000 28.8828 .96182
100 500000 28.8828 .96182
1000 500000 28.8828 .96182
100000 500000 28.8828 .96182
