-20000 1000 13.583 5.40451
-10000 1000 13.6375 5.50494
-1000 1000 14.4775 5.40605
-100 1000 16.2817 5.65587
-10 1000 16.739 6.84666
0 1000 16.6657 7.23373
10 1000 16.6376 7.60045
50 1000 16.4572 8.55879
100 1000 16.2115 9.39608
1000 1000 14.8315 15.24821
100000 1000 14.4869 17.92318
-20000 5000 15.0231 3.42558
-10000 5000 15.038 3.41509
-1000 5000 15.9197 3.41250
-100 5000 17.7512 3.51282
-10 5000 18.2294 3.98184
0 5000 18.2089 4.26049
10 5000 18.1547 4.45119
50 5000 17.888 4.96422
100 5000 17.5904 5.39703
1000 5000 16.408 7.50695
100000 5000 16.1091 7.83195
-20000 10000 15.8548 2.78664
-10000 10000 15.8611 2.78384
-1000 10000 16.4417 2.77645
-100 10000 18.3225 2.89515
-10 10000 18.8806 3.20216
0 10000 18.903 3.39819
10 10000 18.8469 3.54296
50 10000 18.572 3.91622
100 10000 18.3172 4.21690
1000 10000 17.1976 5.34301
100000 10000 16.9332 5.47172
-20000 50000 18.6088 1.84777
-10000 50000 18.6088 1.84777
-1000 50000 18.7264 1.84886
-100 50000 20.2786 1.91713
-10 50000 20.7285 2.02340
0 50000 20.7145 2.06903
10 50000 20.722 2.10765
50 50000 20.5636 2.19801
100 50000 20.3438 2.26536
1000 50000 19.1341 2.44534
100000 50000 19.0099 2.44770
-20000 100000 20.4365 1.56436
-10000 100000 20.4365 1.56436
-1000 100000 20.4732 1.56470
-100 100000 21.4884 1.58100
-10 100000 21.7624 1.61181
0 100000 21.792 1.62648
10 100000 21.8088 1.63304
50 100000 21.7747 1.64463
100 100000 21.6883 1.65137
1000 100000 20.8018 1.65719
100000 100000 20.6677 1.65689
-20000 500000 28.3549 .96222
-10000 500000 28.3549 .96222
-1000 500000 28.3549 .96222
-100 500000 28.3549 .96222
-10 500000 28.3549 .96222
0 500000 28.3549 .96222
10 500000 28.3549 .96222
50 500000 28.3549 .96222
100 500000 28.3549 .96222
1000 500000 28.3549 .96222
100000 500000 28.3549 .96222
