-20000 100 11.5263 6.34793
-10000 100 11.5072 6.60878
-1000 100 12.6279 8.48833
-100 100 14.0874 9.38911
-10 100 14.5566 11.32225
0 100 14.5147 12.68261
10 100 14.2934 13.21283
50 100 14.1829 14.98501
100 100 14.1147 17.22612
1000 100 12.7708 26.80186
100000 100 12.5527 30.43071
-20000 500 12.8511 5.02680
-10000 500 12.8091 5.04683
-1000 500 14.1269 5.41484
-100 500 16.646 5.41576
-10 500 17.1482 6.33862
0 500 17.1224 7.03757
10 500 17.0024 7.69671
50 500 16.6123 8.65436
100 500 16.192 9.30594
1000 500 14.5457 13.15526
100000 500 14.2287 13.77151
-20000 1000 13.5318 3.77278
-10000 1000 13.5407 3.78020
-1000 1000 14.8857 4.04369
-100 1000 17.6202 4.46332
-10 1000 18.7578 5.14527
0 1000 18.6684 5.71776
10 1000 18.5617 6.12348
50 1000 18.15 7.10790
100 1000 17.6731 7.59360
1000 1000 15.7174 9.87097
100000 1000 15.294 10.24837
-20000 5000 17.1211 2.66924
-10000 5000 17.1273 2.66938
-1000 5000 17.4801 2.68636
-100 5000 19.8712 2.84322
-10 5000 21.1859 3.18766
0 5000 21.2477 3.42402
10 5000 21.1245 3.59407
50 5000 20.7661 3.94140
100 5000 20.4068 4.16269
1000 5000 18.9137 4.62054
100000 5000 18.6289 4.63504
-20000 10000 19.2841 2.28262
-10000 10000 19.2841 2.28262
-1000 10000 19.3928 2.28098
-100 10000 21.1604 2.38516
-10 10000 22.2209 2.62923
0 10000 22.2797 2.78096
10 10000 22.2617 2.85434
50 10000 21.9562 3.01858
100 10000 21.662 3.14195
1000 10000 20.5761 3.24112
100000 10000 20.3972 3.23983
-20000 50000 24.4142 1.65087
-10000 50000 24.4142 1.65087
-1000 50000 24.4305 1.65078
-100 50000 24.8424 1.65316
-10 50000 25.0391 1.66068
0 50000 25.0498 1.66616
10 50000 25.053 1.66828
50 50000 25.0591 1.67563
100 50000 25.0449 1.68051
1000 50000 24.7409 1.68793
100000 50000 24.7339 1.68812
