-20000 100 12.6744 4.69502
-10000 100 12.6286 4.85582
-1000 100 14.1512 6.69442
-100 100 15.6759 7.30411
-10 100 18.0598 8.00505
0 100 17.9239 9.05925
10 100 17.1402 9.84241
50 100 16.96 11.59222
100 100 16.3824 12.76531
1000 100 14.5127 17.99426
100000 100 14.1494 19.23308
-20000 500 13.9918 4.01426
-10000 500 14.0152 4.00904
-1000 500 15.7116 4.34060
-100 500 18.0634 4.26292
-10 500 19.405 4.76731
0 500 19.3572 5.35607
10 500 18.9609 5.88388
50 500 18.3412 7.00463
100 500 17.9036 7.84191
1000 500 16.1786 9.91373
100000 500 15.8604 10.17395
-20000 1000 15.0003 3.64324
-10000 1000 15.0114 3.65064
-1000 1000 16.0961 3.71399
-100 1000 18.7278 3.64748
-10 1000 20.1792 4.01809
0 1000 20.479 4.41823
10 1000 20.3678 4.84494
50 1000 19.6436 5.64167
100 1000 19.0146 6.14451
1000 1000 17.2135 7.52312
100000 1000 16.9262 7.66211
-20000 5000 18.5795 2.37923
-10000 5000 18.5797 2.37930
-1000 5000 18.7554 2.38749
-100 5000 20.8577 2.43685
-10 5000 22.6552 2.64493
0 5000 22.9181 2.77516
10 5000 22.8408 2.97330
50 5000 22.2328 3.33911
100 5000 21.7134 3.55608
1000 5000 20.1998 3.84107
100000 5000 19.986 3.84440
-20000 10000 20.4013 1.98085
-10000 10000 20.4013 1.98085
-1000 10000 20.4266 1.98274
-100 10000 21.9826 2.05066
-10 10000 23.6351 2.19934
0 10000 23.852 2.29520
10 10000 23.8135 2.41083
50 10000 23.3149 2.59595
100 10000 22.9238 2.67933
1000 10000 21.6663 2.73122
100000 10000 21.5575 2.72982
-20000 50000 25.2385 1.45486
-10000 50000 25.2385 1.45486
-1000 50000 25.2385 1.45486
-100 50000 25.5959 1.45470
-10 50000 25.8598 1.45857
0 50000 25.9163 1.46227
10 50000 25.9415 1.46755
50 50000 25.9138 1.47252
100 50000 25.8714 1.47555
1000 50000 25.4899 1.47968
100000 50000 25.4899 1.47968
