-20000 1000 15.5757 4.23453
-10000 1000 15.5777 4.28214
-1000 1000 15.7314 4.27508
-100 1000 16.3076 4.04610
-10 1000 17.1027 4.84672
0 1000 17.0657 5.18382
10 1000 17.0012 5.48558
50 1000 16.7121 6.67843
100 1000 16.5176 7.83669
1000 1000 16.1199 14.71691
100000 1000 16.039 16.05014
-20000 5000 16.3008 2.59674
-10000 5000 16.3072 2.59369
-1000 5000 16.4665 2.57454
-100 5000 17.5203 2.52490
-10 5000 18.462 2.91731
0 5000 18.4848 3.10460
10 5000 18.4091 3.29153
50 5000 18.0028 3.94579
100 5000 17.7057 4.55950
1000 5000 17.06 6.69918
100000 5000 16.969 6.94381
-20000 10000 16.8184 2.12495
-10000 10000 16.8195 2.12213
-1000 10000 16.9012 2.11386
-100 10000 18.1657 2.12003
-10 10000 19.1937 2.40150
0 10000 19.1565 2.54733
10 10000 19.0977 2.69605
50 10000 18.6676 3.17287
100 10000 18.3104 3.61052
1000 10000 17.5944 4.70903
100000 10000 17.5103 4.74719
-20000 50000 18.8056 1.46872
-10000 50000 18.8056 1.46872
-1000 50000 18.8158 1.46924
-100 50000 20.0585 1.49416
-10 50000 21.1974 1.59824
0 50000 21.1898 1.65295
10 50000 21.147 1.70118
50 50000 20.7532 1.86401
100 50000 20.3429 1.96967
1000 50000 19.445 2.09325
100000 50000 19.392 2.09283
-20000 100000 20.4312 1.30318
-10000 100000 20.4312 1.30318
-1000 100000 20.4313 1.30319
-100 100000 21.3924 1.30539
-10 100000 22.168 1.34258
0 100000 22.2014 1.36210
10 100000 22.2005 1.38218
50 100000 22.018 1.42650
100 100000 21.737 1.44806
1000 100000 20.8013 1.46509
100000 100000 20.798 1.46512
-20000 500000 37.619 .83724
-10000 500000 37.619 .83724
-1000 500000 37.619 .83724
-100 500000 37.619 .83724
-10 500000 37.619 .83724
0 500000 37.619 .83724
10 500000 37.619 .83724
50 500000 37.619 .83724
100 500000 37.619 .83724
1000 500000 37.619 .83724
100000 500000 37.619 .83724
