-20000 1000 15.762 5.37659
-10000 1000 15.7582 5.33167
-1000 1000 15.96 5.62844
-100 1000 16.627 5.56945
-10 1000 17.0337 7.03315
0 1000 16.9859 7.35652
10 1000 16.989 7.66045
50 1000 16.8422 8.80651
100 1000 16.6822 10.15793
1000 1000 16.3894 18.21416
100000 1000 16.2894 20.32854
-20000 5000 16.5329 3.23058
-10000 5000 16.5303 3.23767
-1000 5000 16.8457 3.23245
-100 5000 17.8589 3.36398
-10 5000 18.3511 4.00762
0 5000 18.3341 4.19003
10 5000 18.2774 4.39042
50 5000 18.0964 5.06965
100 5000 17.892 5.69957
1000 5000 17.3126 8.40493
100000 5000 17.1915 8.74050
-20000 10000 17.0607 2.60434
-10000 10000 17.0612 2.60502
-1000 10000 17.2448 2.59237
-100 10000 18.5049 2.77078
-10 10000 19.0632 3.21658
0 10000 19.0666 3.35771
10 10000 19.0217 3.52075
50 10000 18.7834 4.02419
100 10000 18.5399 4.47628
1000 10000 17.8364 5.95391
100000 10000 17.7133 6.02475
-20000 50000 19.0038 1.76430
-10000 50000 19.0038 1.76430
-1000 50000 19.0479 1.76651
-100 50000 20.4531 1.85614
-10 50000 21.0623 2.01875
0 50000 21.0625 2.06502
10 50000 21.0511 2.11992
50 50000 20.834 2.27847
100 50000 20.5781 2.39584
1000 50000 19.613 2.60032
100000 50000 19.5217 2.60111
-20000 100000 20.5313 1.56651
-10000 100000 20.5313 1.56651
-1000 100000 20.546 1.56692
-100 100000 21.6625 1.58805
-10 100000 22.0855 1.64930
0 100000 22.1139 1.66907
10 100000 22.118 1.68547
50 100000 22.0435 1.72743
100 100000 21.8873 1.75078
1000 100000 20.9228 1.78217
100000 100000 20.8836 1.78239
-20000 500000 38.3205 .93104
-10000 500000 38.3205 .93104
-1000 500000 38.3205 .93104
-100 500000 38.3205 .93104
-10 500000 38.3205 .93104
0 500000 38.3205 .93104
10 500000 38.3205 .93104
50 500000 38.3205 .93104
100 500000 38.3205 .93104
1000 500000 38.3205 .93104
100000 500000 38.3205 .93104
