-20000 1000 15.5383 4.25295
-10000 1000 15.5449 4.24745
-1000 1000 15.704 4.23765
-100 1000 16.333 4.01543
-10 1000 17.1323 4.82688
0 1000 17.1125 5.14548
10 1000 17.0714 5.46261
50 1000 16.78 6.62629
100 1000 16.5453 7.82212
1000 1000 16.143 12.66310
100000 1000 16.0546 13.34898
-20000 5000 16.3208 2.63077
-10000 5000 16.324 2.63010
-1000 5000 16.4767 2.59619
-100 5000 17.5395 2.50367
-10 5000 18.5258 2.90520
0 5000 18.5054 3.10657
10 5000 18.4585 3.28817
50 5000 18.0961 3.93138
100 5000 17.7461 4.54239
1000 5000 17.0852 6.23718
100000 5000 16.9878 6.25119
-20000 10000 16.8472 2.12268
-10000 10000 16.8479 2.12245
-1000 10000 16.9215 2.11690
-100 10000 18.1771 2.10237
-10 10000 19.2989 2.38842
0 10000 19.2856 2.53925
10 10000 19.203 2.67773
50 10000 18.7756 3.16586
100 10000 18.3795 3.58842
1000 10000 17.6262 4.53016
100000 10000 17.5386 4.59891
-20000 50000 18.7908 1.42316
-10000 50000 18.7908 1.42316
-1000 50000 18.8007 1.42316
-100 50000 20.0615 1.46002
-10 50000 21.2322 1.57307
0 50000 21.2513 1.62549
10 50000 21.2153 1.67486
50 50000 20.8488 1.83524
100 50000 20.4073 1.93406
1000 50000 19.4354 2.03891
100000 50000 19.3767 2.03669
-20000 100000 20.3847 1.18920
-10000 100000 20.3847 1.18920
-1000 100000 20.3848 1.18919
-100 100000 21.4197 1.20737
-10 100000 22.3321 1.27107
0 100000 22.3686 1.29535
10 100000 22.3744 1.31606
50 100000 22.1597 1.37142
100 100000 21.8331 1.40043
1000 100000 20.7897 1.41772
100000 100000 20.7854 1.41781
-20000 500000 39.2951 .83735
-10000 500000 39.2951 .83735
-1000 500000 39.2951 .83735
-100 500000 39.2951 .83735
-10 500000 39.2951 .83735
0 500000 39.2951 .83735
10 500000 39.2951 .83735
50 500000 39.2951 .83735
100 500000 39.2951 .83735
1000 500000 39.2951 .83735
100000 500000 39.2951 .83735
