-20000 1000 15.7567 5.31605
-10000 1000 15.7805 5.34046
-1000 1000 16.0093 5.45965
-100 1000 16.6164 5.52682
-10 1000 17.065 6.90184
0 1000 17.0272 7.16039
10 1000 16.9827 7.59073
50 1000 16.8276 8.85351
100 1000 16.668 10.18327
1000 1000 16.3927 16.72153
100000 1000 16.2963 18.00849
-20000 5000 16.5567 3.25824
-10000 5000 16.565 3.26145
-1000 5000 16.8408 3.25304
-100 5000 17.9016 3.34972
-10 5000 18.4091 3.99584
0 5000 18.414 4.18445
10 5000 18.3597 4.37769
50 5000 18.1542 5.05882
100 5000 17.9494 5.70915
1000 5000 17.336 7.99254
100000 5000 17.2107 8.10427
-20000 10000 17.0822 2.60673
-10000 10000 17.0837 2.60588
-1000 10000 17.2866 2.60022
-100 10000 18.5313 2.74630
-10 10000 19.1712 3.20590
0 10000 19.1653 3.35657
10 10000 19.1236 3.50979
50 10000 18.8783 4.01446
100 10000 18.62 4.46144
1000 10000 17.8677 5.75827
100000 10000 17.7383 5.88449
-20000 50000 18.9793 1.70176
-10000 50000 18.9793 1.70176
-1000 50000 19.0263 1.70260
-100 50000 20.4699 1.80929
-10 50000 21.1292 1.97481
0 50000 21.1338 2.02255
10 50000 21.1155 2.07834
50 50000 20.9133 2.24286
100 50000 20.6418 2.35672
1000 50000 19.6217 2.53769
100000 50000 19.5074 2.53140
-20000 100000 20.5114 1.40548
-10000 100000 20.5114 1.40548
-1000 100000 20.5176 1.40555
-100 100000 21.7212 1.45025
-10 100000 22.2556 1.54513
0 100000 22.2694 1.56849
10 100000 22.27 1.59066
50 100000 22.1895 1.64812
100 100000 21.9934 1.67952
1000 100000 20.8991 1.71454
100000 100000 20.8605 1.71429
-20000 500000 39.9087 .93100
-10000 500000 39.9087 .93100
-1000 500000 39.9087 .93100
-100 500000 39.9087 .93100
-10 500000 39.9087 .93100
0 500000 39.9087 .93100
10 500000 39.9087 .93100
50 500000 39.9087 .93100
100 500000 39.9087 .93100
1000 500000 39.9087 .93100
100000 500000 39.9087 .93100
